participant_id,study_condition,gender,age,cue,valence,response,response_position,response_level,timestamp,time_diff_sec,response_translated,sentiment_label,sentiment_score
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Finanziell lukrativer,2,2,2025-11-24 08:26:13.026,403.944999933243,financially more lucrative,POSITIVE,0.9983396530151367
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Ohne menschliches Versagen,3,2,2025-11-24 08:26:22.359,413.27799987793,without human failure,POSITIVE,0.995728075504303
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Große Datenabrufbarkeit,4,2,2025-11-24 08:26:58.063,448.981999874115,large data retrievability,POSITIVE,0.9923835396766663
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Fehler vermeiden,5,2,2025-11-24 08:27:36.129,487.047999858856,avoid mistakes,POSITIVE,0.9973491430282593
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Falsche Entscheidungen,1,2,2025-11-24 08:27:46.338,497.256999969482,wrong decisions,NEGATIVE,-0.9992885589599609
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Moralisch fragwürdige Entscheidungen,2,2,2025-11-24 08:28:09.285,520.203999996185,morally questionable decisions,NEGATIVE,-0.9993934631347656
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Ohne Menschenbezug,3,2,2025-11-24 08:28:24.732,535.651000022888,without human relation,NEGATIVE,-0.999154806137085
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Rein Objektiv,4,2,2025-11-24 08:28:35.187,546.105999946594,purely objective,POSITIVE,0.9966138005256653
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Falschdiagnosen,5,2,2025-11-24 08:28:45.729,556.648000001907,misdiagnoses,NEGATIVE,-0.9973684549331665
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Mangelnde Erfahrung,1,2,2025-11-24 08:29:05.840,576.758999824524,lack of experience,NEGATIVE,-0.9994046688079834
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Rein Informationsbasiert,2,2,2025-11-24 08:29:25.314,596.232999801636,purely information-based,NEGATIVE,-0.9917317032814026
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Keine Subjektive Sicht,3,2,2025-11-24 08:29:45.995,616.913999795914,no subjective view,NEGATIVE,-0.9952319264411926
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Folgen nicht vorhersehbar,4,2,2025-11-24 08:30:28.061,658.980000019074,consequences not foreseeable,NEGATIVE,-0.9965983033180237
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Fehlendes Fachwissen,5,2,2025-11-24 08:31:28.375,719.293999910355,lack of expertise,NEGATIVE,-0.9994840621948242
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,"Wird ""normal"" werden",1,2,2025-11-24 08:32:07.597,758.515999794006,"will become ""normal""",NEGATIVE,-0.987612783908844
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Immer häufigeres Verfahren,2,2,2025-11-24 08:33:10.773,821.691999912262,increasingly common procedure,POSITIVE,0.9923545122146606
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Unaufhaltbar,3,2,2025-11-24 08:34:36.569,907.487999916077,unstoppable,POSITIVE,0.9983500242233276
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Neue Rangehensweise,4,2,2025-11-24 08:35:31.798,962.717000007629,new approach,POSITIVE,0.9982900023460388
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Wirtschaftlich,5,2,2025-11-24 08:36:01.201,992.119999885559,economical,POSITIVE,0.9941721558570862
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,3.0,Sicherheit,1,1,2025-11-24 08:20:05.909,0.0,safety,POSITIVE,0.994440495967865
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,2.0,Ungewissheit,2,1,2025-11-24 08:20:14.747,8.83800005912781,uncertainty,NEGATIVE,-0.9968050718307495
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,7.0,Fortschritt,3,1,2025-11-24 08:20:23.171,17.2620000839233,progress,POSITIVE,0.9895360469818115
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,5.0,Präzision,4,1,2025-11-24 08:20:40.757,34.8480000495911,precision,POSITIVE,0.9971110820770264
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,6.0,Zeit,5,1,2025-11-24 08:20:49.588,43.6790001392365,time,POSITIVE,0.9784957766532898
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Datenmissbrauch,1,2,2025-11-24 08:21:34.519,88.6100001335144,data misuse,NEGATIVE,-0.9972198009490967
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Niedrige Fehlerquote,2,2,2025-11-24 08:22:02.040,116.131000041962,low error rate,POSITIVE,0.9984307885169983
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Schutz,3,2,2025-11-24 08:22:38.436,152.527000188828,protection,POSITIVE,0.9972667694091797
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Gewissheit,4,2,2025-11-24 08:23:14.556,188.647000074387,certainty,POSITIVE,0.9944614171981812
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Gesundheit,5,2,2025-11-24 08:24:40.082,274.173000097275,health,POSITIVE,0.9917482137680054
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,Datenmissbrauch,1,2,2025-11-24 08:25:44.838,338.929000139237,data misuse,NEGATIVE,-0.9972198009490967
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,Neue unbekannte Technologie,2,2,2025-11-24 08:27:00.426,414.517000198364,new unknown technology,NEGATIVE,-0.9889875054359436
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,erfordert Kenntnisse,3,2,2025-11-24 08:27:25.607,439.698000192642,requires knowledge,POSITIVE,0.9979110360145569
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,KI differenziert schwach,4,2,2025-11-24 08:28:11.815,485.906000137329,AI differentiates weakly,NEGATIVE,-0.9994256496429443
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,Qualifikation Beaufsichtigter,5,2,2025-11-24 08:28:59.765,533.856000185013,qualification of supervised,NEGATIVE,-0.7475337982177734
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,schnell,1,2,2025-11-24 08:29:09.880,543.97100019455,fast,POSITIVE,0.9972225427627563
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,einfach,2,2,2025-11-24 08:29:19.483,553.574000120163,simple,POSITIVE,0.9973559379577637
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,Zukunftsorientiert,3,2,2025-11-24 08:29:27.773,561.864000082016,future-oriented,POSITIVE,0.998512327671051
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,Bearbeitung,4,2,2025-11-24 08:30:45.949,640.039999961853,processing,NEGATIVE,-0.9568895101547241
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,Tragweite,5,2,2025-11-24 08:30:51.103,645.194000005722,scope,POSITIVE,0.9746623635292053
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,Diagnostik zielführend,1,2,2025-11-24 08:31:09.897,663.988000154495,diagnostics purposeful,POSITIVE,0.9987379908561707
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,mehrere Therapieansätze,2,2,2025-11-24 08:31:21.606,675.697000026703,multiple therapy approaches,POSITIVE,0.9967042803764343
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,größeres Netzwerk,3,2,2025-11-24 08:31:33.471,687.56200003624,larger network,POSITIVE,0.9947077035903931
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,Datenbank,4,2,2025-11-24 08:31:38.592,692.683000087738,database,NEGATIVE,-0.8788271546363831
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,Schwarmintelligenz,5,2,2025-11-24 08:31:46.737,700.828000068665,swarm intelligence,POSITIVE,0.9935530424118042
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,schnell,1,2,2025-11-24 08:31:53.734,707.825000047684,fast,POSITIVE,0.9972225427627563
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,effizient,2,2,2025-11-24 08:32:01.126,715.217000007629,efficient,POSITIVE,0.9985657334327698
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,effektiv,3,2,2025-11-24 08:32:06.134,720.225000143051,effective,POSITIVE,0.9985503554344177
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,hilfreich,4,2,2025-11-24 08:32:11.834,725.925000190735,helpful,POSITIVE,0.9802872538566589
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,24/7 remote,5,2,2025-11-24 08:32:20.911,735.00200009346,24/7 remote,POSITIVE,0.9967530369758606
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,2.0,Böse,1,1,2025-11-24 08:19:54.756,0.0,evil,NEGATIVE,-0.996394693851471
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,6.0,Computer,2,1,2025-11-24 08:19:59.214,4.45799994468689,computer,NEGATIVE,-0.9725613594055176
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,1.0,Krieg,3,1,2025-11-24 08:20:01.699,6.94299983978272,war,NEGATIVE,-0.9866725206375122
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,5.0,Internet,4,1,2025-11-24 08:20:18.929,24.1729998588562,internet,NEGATIVE,-0.8841341137886047
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,3.0,Bundeswehr,5,1,2025-11-24 08:20:37.137,42.3810000419617,federal defense,POSITIVE,0.9833618998527527
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Krieg,1,2,2025-11-24 08:21:29.171,94.414999961853,war,NEGATIVE,-0.9866725206375122
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Tod,2,2,2025-11-24 08:21:38.712,103.955999851227,death,NEGATIVE,-0.9937735199928284
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Hinterhältig,3,2,2025-11-24 08:22:04.861,130.105000019074,sneaky,POSITIVE,0.9902499318122864
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,feige,4,2,2025-11-24 08:22:31.022,156.266000032425,cowardly,NEGATIVE,-0.9984656572341919
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Technik,5,2,2025-11-24 08:22:39.220,164.463999986649,technology,NEGATIVE,-0.5599156022071838
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Steuerung,1,2,2025-11-24 08:22:58.349,183.59299993515,control,NEGATIVE,-0.5333051681518555
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Eingabe,2,2,2025-11-24 08:23:02.461,187.704999923706,input,POSITIVE,0.9870507717132568
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Lenken,3,2,2025-11-24 08:23:03.952,189.195999860764,steering,NEGATIVE,-0.9777029156684875
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Netzwerk,4,2,2025-11-24 08:23:26.361,211.605000019074,network,POSITIVE,0.986325204372406
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Kommunikation,5,2,2025-11-24 08:23:34.672,219.915999889374,communication,NEGATIVE,-0.8704233765602112
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Tod,1,2,2025-11-24 08:23:38.895,224.138999938965,death,NEGATIVE,-0.9937735199928284
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Elend,2,2,2025-11-24 08:23:41.975,227.218999862671,misery,NEGATIVE,-0.9982841610908508
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Verletzte,3,2,2025-11-24 08:23:56.060,241.303999900818,injured,NEGATIVE,-0.9981427192687988
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Waffen,4,2,2025-11-24 08:23:58.445,243.688999891281,weapons,NEGATIVE,-0.9572238326072693
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Drohnen,5,2,2025-11-24 08:24:03.192,248.4359998703,drones,NEGATIVE,-0.9910647869110107
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Kommunikation,1,2,2025-11-24 08:24:11.738,256.981999874115,communication,NEGATIVE,-0.8704233765602112
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Zeitnah,2,2,2025-11-24 08:24:20.918,266.161999940872,timely,POSITIVE,0.9971502423286438
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Flexibel,3,2,2025-11-24 08:24:23.127,268.371000051498,flexible,POSITIVE,0.9973303079605103
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Direkt,4,2,2025-11-24 08:24:35.546,280.789999961853,direct,POSITIVE,0.9919316172599792
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Konsequenzlos,5,2,2025-11-24 08:24:40.829,286.072999954224,without consequences,NEGATIVE,-0.9890088438987732
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Soldat,1,2,2025-11-24 08:24:44.912,290.155999898911,soldier,NEGATIVE,-0.9634039998054504
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Infrastruktur,2,2,2025-11-24 08:24:50.864,296.108000040054,infrastructure,NEGATIVE,-0.6621437072753906
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Stützpunkt,3,2,2025-11-24 08:24:57.608,302.851999998093,base,NEGATIVE,-0.9293528199195862
