participant_id,study_condition,gender,age,cue,valence,response,response_position,response_level,timestamp,time_diff_sec,response_translated
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Labor,,Analyse,2,2,2025-11-24 08:23:02.592,105.364000082016,analysis
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Labor,,Befund,3,2,2025-11-24 08:23:18.395,121.1670000553131,finding
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Labor,,Krankheit,4,2,2025-11-24 08:23:22.460,125.2320001125336,disease
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Labor,,Datenverarbeitung,5,2,2025-11-24 08:23:46.716,149.4880001544952,data processing
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Bildschirm,,Überprüfung,1,2,2025-11-24 08:24:07.792,170.5640001296997,verification
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Bildschirm,,Schnittstelle,2,2,2025-11-24 08:24:10.964,173.7360000610352,interface
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Bildschirm,,Arzt,3,2,2025-11-24 08:24:18.269,181.0410001277924,doctor
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Bildschirm,,Anzeige,4,2,2025-11-24 08:24:39.990,202.7620000839233,display
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Bildschirm,,Interpretation,5,2,2025-11-24 08:24:52.463,215.2350001335144,interpretation
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Arzt,,Entscheidung,1,2,2025-11-24 08:25:24.684,247.4560000896454,decision
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Arzt,,Krankenhaus,2,2,2025-11-24 08:25:55.832,278.6040000915527,hospital
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Arzt,,Praxis,3,2,2025-11-24 08:25:59.064,281.8359999656677,practice
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Arzt,,Bericht,4,2,2025-11-24 08:26:18.910,301.6820001602173,report
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Arzt,,Behandlung,5,2,2025-11-24 08:26:23.313,306.085000038147,treatment
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Patient,,Unfall,1,2,2025-11-24 08:26:37.001,319.7730000019073,accident
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Patient,,Sorge,2,2,2025-11-24 08:26:39.326,322.0980000495911,concern
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Patient,,Schmerz,3,2,2025-11-24 08:26:52.099,334.8710000514984,pain
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Patient,,Vertrauen,4,2,2025-11-24 08:26:57.394,340.1660001277924,trust
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Patient,,Krankheit,5,2,2025-11-24 08:27:24.088,366.8600001335144,disease
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Tastatur,,Eingabe,1,2,2025-11-24 08:27:33.621,376.393000125885,input
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Tastatur,,Programm,2,2,2025-11-24 08:27:57.577,400.3489999771118,program
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Tastatur,,Parameter,3,2,2025-11-24 08:28:05.062,407.8340001106262,parameter
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Tastatur,,Kommunikation,4,2,2025-11-24 08:28:19.702,422.4739999771118,communication
6915bc1300f2b6fe6ba76e5c,Diagnostic,female,41.0,Tastatur,,Befehl,5,2,2025-11-24 08:28:30.128,432.9000000953674,command
672dc833e51f3daa46245836,Diagnostic,male,35.0,Diagnostic,1.0,Gefährlich,1,1,2025-11-24 08:19:29.081,0.0,dangerous
672dc833e51f3daa46245836,Diagnostic,male,35.0,Diagnostic,6.0,Fortschrittlich,2,1,2025-11-24 08:20:19.837,50.75599980354309,progressive
672dc833e51f3daa46245836,Diagnostic,male,35.0,Diagnostic,2.0,Moralische Bedenken,3,1,2025-11-24 08:20:51.737,82.65599989891052,moral concerns
672dc833e51f3daa46245836,Diagnostic,male,35.0,Diagnostic,1.0,Falschdiagnose,4,1,2025-11-24 08:21:04.661,95.57999992370605,misdiagnosis
672dc833e51f3daa46245836,Diagnostic,male,35.0,Diagnostic,4.0,Zukunft,5,1,2025-11-24 08:21:22.706,113.625,future
672dc833e51f3daa46245836,Diagnostic,male,35.0,Gefährlich,,Falsche Diagnosen,1,2,2025-11-24 08:22:31.781,182.6999998092651,false diagnoses
672dc833e51f3daa46245836,Diagnostic,male,35.0,Gefährlich,,Arzt wird unbrauchbar,2,2,2025-11-24 08:23:14.901,225.8199999332428,doctor becomes useless
672dc833e51f3daa46245836,Diagnostic,male,35.0,Gefährlich,,Fehlende Empathie,3,2,2025-11-24 08:23:31.427,242.345999956131,lack of empathy
672dc833e51f3daa46245836,Diagnostic,male,35.0,Gefährlich,,Zu Objektiv,4,2,2025-11-24 08:24:27.963,298.8819999694824,too objective
672dc833e51f3daa46245836,Diagnostic,male,35.0,Gefährlich,,ohne Gewissen,5,2,2025-11-24 08:25:22.675,353.5939998626709,without conscience
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Zeitsparend,1,2,2025-11-24 08:25:39.553,370.4719998836517,time-saving
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Finanziell lukrativer,2,2,2025-11-24 08:26:13.026,403.9449999332428,financially more lucrative
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Ohne menschliches Versagen,3,2,2025-11-24 08:26:22.359,413.2779998779297,without human failure
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Große Datenabrufbarkeit,4,2,2025-11-24 08:26:58.063,448.981999874115,large data retrievability
672dc833e51f3daa46245836,Diagnostic,male,35.0,Fortschrittlich,,Fehler vermeiden,5,2,2025-11-24 08:27:36.129,487.0479998588562,avoid mistakes
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Falsche Entscheidungen,1,2,2025-11-24 08:27:46.338,497.2569999694824,wrong decisions
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Moralisch fragwürdige Entscheidungen,2,2,2025-11-24 08:28:09.285,520.2039999961853,morally questionable decisions
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Ohne Menschenbezug,3,2,2025-11-24 08:28:24.732,535.6510000228882,without human relation
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Rein Objektiv,4,2,2025-11-24 08:28:35.187,546.1059999465942,purely objective
672dc833e51f3daa46245836,Diagnostic,male,35.0,Moralische Bedenken,,Falschdiagnosen,5,2,2025-11-24 08:28:45.729,556.6480000019073,misdiagnoses
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Mangelnde Erfahrung,1,2,2025-11-24 08:29:05.840,576.7589998245239,lack of experience
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Rein Informationsbasiert,2,2,2025-11-24 08:29:25.314,596.2329998016357,purely information-based
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Keine Subjektive Sicht,3,2,2025-11-24 08:29:45.995,616.9139997959137,no subjective view
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Folgen nicht vorhersehbar,4,2,2025-11-24 08:30:28.061,658.9800000190735,consequences not foreseeable
672dc833e51f3daa46245836,Diagnostic,male,35.0,Falschdiagnose,,Fehlendes Fachwissen,5,2,2025-11-24 08:31:28.375,719.2939999103546,lack of expertise
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,"Wird ""normal"" werden",1,2,2025-11-24 08:32:07.597,758.5159997940063,
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Immer häufigeres Verfahren,2,2,2025-11-24 08:33:10.773,821.691999912262,increasingly common procedure
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Unaufhaltbar,3,2,2025-11-24 08:34:36.569,907.4879999160767,unstoppable
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Neue Rangehensweise,4,2,2025-11-24 08:35:31.798,962.7170000076294,new approach
672dc833e51f3daa46245836,Diagnostic,male,35.0,Zukunft,,Wirtschaftlich,5,2,2025-11-24 08:36:01.201,992.1199998855591,economical
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,3.0,Sicherheit,1,1,2025-11-24 08:20:05.909,0.0,safety
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,2.0,Ungewissheit,2,1,2025-11-24 08:20:14.747,8.838000059127808,uncertainty
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,7.0,Fortschritt,3,1,2025-11-24 08:20:23.171,17.26200008392334,progress
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,5.0,Präzision,4,1,2025-11-24 08:20:40.757,34.84800004959106,precision
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Diagnostic,6.0,Zeit,5,1,2025-11-24 08:20:49.588,43.67900013923645,time
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Datenmissbrauch,1,2,2025-11-24 08:21:34.519,88.6100001335144,data misuse
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Niedrige Fehlerquote,2,2,2025-11-24 08:22:02.040,116.1310000419617,low error rate
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Schutz,3,2,2025-11-24 08:22:38.436,152.5270001888275,protection
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Gewissheit,4,2,2025-11-24 08:23:14.556,188.6470000743866,certainty
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Sicherheit,,Gesundheit,5,2,2025-11-24 08:24:40.082,274.1730000972748,health
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,Datenmissbrauch,1,2,2025-11-24 08:25:44.838,338.9290001392365,data misuse
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,Neue unbekannte Technologie,2,2,2025-11-24 08:27:00.426,414.5170001983643,new unknown technology
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,erfordert Kenntnisse,3,2,2025-11-24 08:27:25.607,439.6980001926422,requires knowledge
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,KI differenziert schwach,4,2,2025-11-24 08:28:11.815,485.9060001373291,AI differentiates weakly
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Ungewissheit,,Qualifikation Beaufsichtigter,5,2,2025-11-24 08:28:59.765,533.8560001850128,qualification of supervised
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,schnell,1,2,2025-11-24 08:29:09.880,543.9710001945496,fast
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,einfach,2,2,2025-11-24 08:29:19.483,553.574000120163,simple
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,Zukunftsorientiert,3,2,2025-11-24 08:29:27.773,561.864000082016,future-oriented
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,Bearbeitung,4,2,2025-11-24 08:30:45.949,640.039999961853,processing
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Fortschritt,,Tragweite,5,2,2025-11-24 08:30:51.103,645.194000005722,scope
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,Diagnostik zielführend,1,2,2025-11-24 08:31:09.897,663.9880001544952,diagnostics purposeful
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,mehrere Therapieansätze,2,2,2025-11-24 08:31:21.606,675.6970000267029,multiple therapy approaches
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,größeres Netzwerk,3,2,2025-11-24 08:31:33.471,687.5620000362396,larger network
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,Datenbank,4,2,2025-11-24 08:31:38.592,692.683000087738,database
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Präzision,,Schwarmintelligenz,5,2,2025-11-24 08:31:46.737,700.8280000686646,swarm intelligence
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,schnell,1,2,2025-11-24 08:31:53.734,707.8250000476837,fast
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,effizient,2,2,2025-11-24 08:32:01.126,715.2170000076294,efficient
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,effektiv,3,2,2025-11-24 08:32:06.134,720.2250001430511,effective
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,hilfreich,4,2,2025-11-24 08:32:11.834,725.9250001907349,helpful
6914c9e01b887fa4600f70a6,Diagnostic,male,20.0,Zeit,,24/7 remote,5,2,2025-11-24 08:32:20.911,735.0020000934601,24/7 remote
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,2.0,Böse,1,1,2025-11-24 08:19:54.756,0.0,evil
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,6.0,Computer,2,1,2025-11-24 08:19:59.214,4.45799994468689,computer
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,1.0,Krieg,3,1,2025-11-24 08:20:01.699,6.942999839782715,war
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,5.0,Internet,4,1,2025-11-24 08:20:18.929,24.1729998588562,internet
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,AutonomousWeapons,3.0,Bundeswehr,5,1,2025-11-24 08:20:37.137,42.38100004196167,federal defense
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Krieg,1,2,2025-11-24 08:21:29.171,94.41499996185303,war
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Tod,2,2,2025-11-24 08:21:38.712,103.9559998512268,death
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Hinterhältig,3,2,2025-11-24 08:22:04.861,130.1050000190735,sneaky
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,feige,4,2,2025-11-24 08:22:31.022,156.2660000324249,cowardly
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Böse,,Technik,5,2,2025-11-24 08:22:39.220,164.4639999866486,technology
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Steuerung,1,2,2025-11-24 08:22:58.349,183.5929999351501,control
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Eingabe,2,2,2025-11-24 08:23:02.461,187.7049999237061,input
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Lenken,3,2,2025-11-24 08:23:03.952,189.1959998607635,steering
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Netzwerk,4,2,2025-11-24 08:23:26.361,211.6050000190735,network
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Computer,,Kommunikation,5,2,2025-11-24 08:23:34.672,219.9159998893738,communication
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Tod,1,2,2025-11-24 08:23:38.895,224.1389999389648,death
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Elend,2,2,2025-11-24 08:23:41.975,227.2189998626709,misery
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Verletzte,3,2,2025-11-24 08:23:56.060,241.3039999008179,injured
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Waffen,4,2,2025-11-24 08:23:58.445,243.6889998912811,weapons
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Krieg,,Drohnen,5,2,2025-11-24 08:24:03.192,248.4359998703003,drones
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Kommunikation,1,2,2025-11-24 08:24:11.738,256.981999874115,communication
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Zeitnah,2,2,2025-11-24 08:24:20.918,266.1619999408722,timely
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Flexibel,3,2,2025-11-24 08:24:23.127,268.3710000514984,flexible
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Direkt,4,2,2025-11-24 08:24:35.546,280.789999961853,direct
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Internet,,Konsequenzlos,5,2,2025-11-24 08:24:40.829,286.0729999542236,without consequences
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Soldat,1,2,2025-11-24 08:24:44.912,290.1559998989105,soldier
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Infrastruktur,2,2,2025-11-24 08:24:50.864,296.1080000400543,infrastructure
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Stützpunkt,3,2,2025-11-24 08:24:57.608,302.8519999980927,base
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Lager,4,2,2025-11-24 08:25:05.518,310.7619998455048,camp
637f7d52d1a517e820233f7a,AutonomousWeapons,male,33.0,Bundeswehr,,Kaserne,5,2,2025-11-24 08:25:10.535,315.779000043869,barracks
603f47e39649cf0339527014,PersonnelSelection,female,48.0,PersonnelSelection,6.0,Kontrolle,1,1,2025-11-24 08:23:09.023,0.0,control
603f47e39649cf0339527014,PersonnelSelection,female,48.0,PersonnelSelection,6.0,Ethik,2,1,2025-11-24 08:23:19.911,10.88800001144409,ethics
603f47e39649cf0339527014,PersonnelSelection,female,48.0,PersonnelSelection,6.0,Unvoreingenommenheit,3,1,2025-11-24 08:23:33.036,24.01300001144409,impartiality
603f47e39649cf0339527014,PersonnelSelection,female,48.0,PersonnelSelection,6.0,Gleichheit,4,1,2025-11-24 08:23:50.706,41.68300008773804,equality
603f47e39649cf0339527014,PersonnelSelection,female,48.0,PersonnelSelection,7.0,Zukunft,5,1,2025-11-24 08:24:12.036,63.01300001144409,future
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Kontrolle,,Übersicht,1,2,2025-11-24 08:24:45.262,96.23900008201599,overview
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Kontrolle,,Interesse,2,2,2025-11-24 08:24:56.736,107.7130000591278,interest
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Kontrolle,,Moral,3,2,2025-11-24 08:25:06.666,117.6429998874664,morality
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Kontrolle,,Weitblicj,4,2,2025-11-24 08:25:28.882,139.8589999675751,foresight
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Kontrolle,,Bedacht,5,2,2025-11-24 08:26:16.579,187.555999994278,consideration
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Ethik,,Transparenz,1,2,2025-11-24 08:27:08.602,239.5789999961853,transparency
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Ethik,,Gewissen,2,2,2025-11-24 08:27:17.166,248.1429998874664,conscience
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Ethik,,Moral,3,2,2025-11-24 08:27:20.811,251.7880001068115,morality
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Ethik,,Verantwortung,4,2,2025-11-24 08:27:32.137,263.114000082016,responsibility
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Ethik,,Überprüfen,5,2,2025-11-24 08:27:40.924,271.9010000228882,check
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Unvoreingenommenheit,,Objektivität,1,2,2025-11-24 08:28:28.327,319.3039999008179,objectivity
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Unvoreingenommenheit,,Transparenz,2,2,2025-11-24 08:28:36.022,326.9990000724792,transparency
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Unvoreingenommenheit,,Kompetenz,3,2,2025-11-24 08:28:42.517,333.4939999580383,competence
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Unvoreingenommenheit,,Fairness,4,2,2025-11-24 08:28:45.395,336.3719999790192,fairness
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Unvoreingenommenheit,,Diversität,5,2,2025-11-24 08:28:54.604,345.5810000896454,diversity
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Gleichheit,,Nichtdiskriminierung,1,2,2025-11-24 08:29:35.887,386.864000082016,non-discrimination
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Gleichheit,,Fairness,2,2,2025-11-24 08:29:47.361,398.3380000591278,fairness
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Gleichheit,,Chancengleichheit,3,2,2025-11-24 08:29:58.791,409.7679998874664,equal opportunities
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Gleichheit,,kein Profiling,4,2,2025-11-24 08:30:07.461,418.4379999637604,no profiling
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Gleichheit,,Vielfalt,5,2,2025-11-24 08:30:18.770,429.7469999790192,diversity
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Zukunft,,Potenzial,1,2,2025-11-24 08:30:53.736,464.7130000591278,potential
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Zukunft,,Arbeitserleichterung,2,2,2025-11-24 08:31:00.216,471.1930000782013,work facilitation
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Zukunft,,Innovationen,3,2,2025-11-24 08:31:07.071,478.0480000972748,innovations
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Zukunft,,Digitalisierung,4,2,2025-11-24 08:31:20.091,491.0680000782013,digitalization
603f47e39649cf0339527014,PersonnelSelection,female,48.0,Zukunft,,Arbeitsplatzverlust,5,2,2025-11-24 08:31:29.420,500.3970000743866,job loss
6920c1a1c56d11383a378dce,Diagnostic,male,29.0,Diagnostic,7.0,Spannend,1,1,2025-11-24 08:23:24.826,0.0,exciting
