json_file,window_index,window_text,sentiment_label,sentiment_score
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,7,just like religion provides a good moral face base of,neutral,0.7180067896842957
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,8,what's right and wrong as opposed to the others are,neutral,0.7617912888526917
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,9,like ai and futuristic and green science uh they don't,neutral,0.6089168190956116
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,10,the scientific method doesn't say what's right or wrong and,negative,0.6703834533691406
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,11,ai is based on people so that would be my,neutral,0.8355017304420471
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,12,second third is ai because it's more objective to people's,neutral,0.736238420009613
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,13,needs if it's programmed correctly in a utopian society and,neutral,0.7578479647636414
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,14,it could make more attractive decisions. Fourth is futuristic utopia,positive,0.6596662998199463
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,15,with science and innovation. Even though it can't tell you,neutral,0.6988170146942139
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,16,"what's right or wrong, just basing it on the very",neutral,0.720720112323761
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,17,science and innovation to have a good life and everything,positive,0.8454251885414124
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,18,is good. Fifth is this primitive utopia where I like,positive,0.9033944010734558
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,19,the small scale of communities where you can like really,neutral,0.6693150997161865
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,20,like police yourselves and have a one of the best,positive,0.6133518218994141
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,21,parts of our communities is being in small scale and,neutral,0.8126236200332642
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,22,that's what makes it more appealing to the other two,positive,0.7329060435295105
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,23,of modern green utopia where where you're in the secure,neutral,0.6223466992378235
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,24,green but also you're reliant on uh just a sustainable,neutral,0.7293160557746887
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,25,energy this time and lastly is this institutional utopia is,neutral,0.7900848984718323
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,26,least festival because you're relying on government to provide and,neutral,0.6143394708633423
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,0,"This was really hard to think of one, but I",negative,0.5354700088500977
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,1,think the one that's missing is a society that's led,neutral,0.5160478353500366
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,2,"by liberties, and that means that personal freedom, self-determination, and",neutral,0.7489770650863647
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,3,your individual rights are placed of a high importance. um,neutral,0.7945719957351685
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,4,it basically means you're free to do what you want,neutral,0.6837022304534912
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,5,as long as it doesn't violate you know the rights,neutral,0.7591761946678162
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,6,and the freedoms of others and it places less importance,negative,0.6473435759544373
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,7,on a government that decides what you can and can't,negative,0.6105487942695618
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,0,I ranked them in order of which ones people are,neutral,0.8923312425613403
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,1,"proven to thrive in and which ones are right, both",neutral,0.5709643959999084
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,2,for individuals and the community and the Earth as a,neutral,0.8553066253662109
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,3,whole. so i value um green energy and working with,positive,0.6769577264785767
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,4,the planet versus against it um i think the religious,neutral,0.8186172842979431
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,5,the religious ai and institutional ones have too much ability,neutral,0.5075970888137817
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,6,to become skewed by like individuals who are power hungry,negative,0.5589538216590881
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,7,or um are biased in some way i think they're,negative,0.6372036933898926
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,8,particularly the religious one or the institutional one they're not,neutral,0.5252454280853271
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,9,governed by what is truly right they're governed by what,neutral,0.8006507158279419
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,10,a small collection of people thinks is right or says,neutral,0.6648097038269043
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,11,"is right, where the morality one, the small-scale one, and",neutral,0.7886711359024048
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,12,"the green one, they're governed by the need for each",neutral,0.8152449727058411
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,13,"other, community, and what is right for both themselves and",neutral,0.7244746088981628
5e0e1b8800a6bf000a694f79_audio_missing_utopia_1780166362837_transcript,0,I wouldn't say that anything is necessarily missing. I would,neutral,0.7424248456954956
5e0e1b8800a6bf000a694f79_audio_missing_utopia_1780166362837_transcript,1,just kind of blend the top few societies on my,neutral,0.8273504376411438
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,0,I thought it made the most sense to have a,neutral,0.6238190531730652
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,1,society that values the land and the planet and everything,neutral,0.7374964952468872
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,2,that it gives us. And even though I have the,neutral,0.6566056609153748
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,3,"moral commonwealth as number two, I think that would be",neutral,0.7977330088615417
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,4,just as important as the green utopia. if everyone is,positive,0.6633930802345276
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,5,able to self-actualize enough to where they they build strong,neutral,0.5629010200500488
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,6,inner morality it feels like it would be more stable,neutral,0.5942316651344299
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,7,"Um, and for, uh, three, science still feels important, especially",positive,0.8720436096191406
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,8,"moving forward, um, and then towards the bottom, I really",neutral,0.8305873274803162
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,9,didn't think AI would be a good idea as a,negative,0.7708698511123657
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,10,central figure in a society. And from what I've seen,neutral,0.873704731464386
5e0e1b8800a6bf000a694f79_audio_ranking_explanation_1780166335425_transcript,11,"of religion in societies now, I definitely wanted that closer",neutral,0.6691854000091553
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,0,I don't really believe that there was too many things,neutral,0.5651516318321228
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,1,missing other than like they always were missing something that,neutral,0.5940313935279846
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,2,could make it complete. Like for one instance would be,neutral,0.560097873210907
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,3,"like with the modern, like the sustainability, like there wasn't",neutral,0.5394744873046875
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,4,"much law and order there. There was a little bit,",neutral,0.6882631182670593
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,5,"but there wasn't about, there wasn't much laws in place",negative,0.5989201664924622
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,6,really to protect what they're doing or many of the,neutral,0.6361775398254395
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,7,other ones are the same way. the only one that,neutral,0.8413429260253906
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,8,did that was the law and order and i feel,neutral,0.7051133513450623
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,9,like it was just the most complete even though it,positive,0.8976526260375977
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,10,could be better i just feel like an ideal society,positive,0.425797700881958
5e3a8aeedc1d57292aea3f22_audio_missing_utopia_1780162994597_transcript,11,would have all the good things from the societies mentioned,positive,0.9023393988609314
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,0,the reason that I chose the ranking that I did,neutral,0.8368480801582336
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,1,is because the rule of law is going to keep,neutral,0.7896497249603271
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,2,people in check and you unfortunately have to have that,neutral,0.4891056418418884
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,3,nowadays and you have to have just law and order,neutral,0.6870821118354797
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,4,otherwise people will go crazy I wanted to put religious,negative,0.737525463104248
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,5,up higher because I am a Christian person but you,neutral,0.6088003516197205
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,6,don't know what kind of religion you're dealing with and,negative,0.5254734754562378
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,7,you don't know how crazy the religion could be it,negative,0.6085005402565002
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,8,may not be good for everybody um i also liked,neutral,0.5797117948532104
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,9,the the modern green version you know because it's taking,neutral,0.7626935839653015
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,10,care of the planet and being secure and doing the,neutral,0.5634006857872009
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,11,good things and also the science and innovation i least,positive,0.9471864700317383
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,12,like the ai uh data-driven governance because i just scares,neutral,0.6326696872711182
5e3a8aeedc1d57292aea3f22_audio_ranking_explanation_1780162912062_transcript,13,me the idea of ai being in control of everything,neutral,0.7325772047042847
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,0,I would say the green utopia is pretty close to,neutral,0.5244626998901367
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,1,what my ideal society would be. It'd be a mixture,neutral,0.7455387115478516
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,2,of that and then continuous innovation with no AI related,neutral,0.7551764249801636
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,3,to that innovation. And then people would just be held,negative,0.5010311007499695
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,4,strongly to what's right or wrong. So in our current,neutral,0.7659324407577515
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,5,"day, there's a lot of very powerful people that are",positive,0.9098024368286133
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,6,just skating by and can do whatever they want and,neutral,0.7718610763549805
5e7acbd0373d5e0c087a112c_audio_missing_utopia_1780178507534_transcript,7,"are facing no consequences. And in my ideal society, that",neutral,0.6200640797615051
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,0,I think it makes sense to really focus on a,neutral,0.619284451007843
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,1,"green future and sustainability and secure security, especially for people",positive,0.8502407670021057
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,2,and the world around them. And then obviously science and,neutral,0.8124910593032837
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,3,"innovation, intermorality, rule of law falls shortly after that. Religious",neutral,0.8704167008399963
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,4,"utopia, I just think it wouldn't last long. Religion causes",negative,0.8110532760620117
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,5,"a lot of has caused a lot of wars, causes",negative,0.9143683314323425
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,6,a lot of conflict between people and even internal internally,negative,0.7599515914916992
5e7acbd0373d5e0c087a112c_audio_ranking_explanation_1780178450105_transcript,7,of people. and sooner or later someone would say they're,neutral,0.7785469889640808
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,0,"Yeah, I think, you know, the one I selected first,",neutral,0.7240959405899048
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,1,"I think that in my mind, that's like, you know,",neutral,0.7553147077560425
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,2,a liberal democratic order. That's just always what I've always,neutral,0.7545581459999084
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,3,valued with like markets and freedom of thinking and political,neutral,0.6518096923828125
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,4,"identity. And, you know, people just will want to always",neutral,0.8114068508148193
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,5,innovate and have a better living. And I think the,positive,0.5251182317733765
5e84f59e965b290c42fad433_audio_missing_utopia_1780167398103_transcript,6,thing I chose was the best way to foster innovation,positive,0.7814233899116516
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,0,I rank the societies because I think we have scarce,neutral,0.6346002817153931
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,1,resources and finding a way to optimize them and continually,neutral,0.5739951729774475
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,2,innovate is the best. I think rule of law is,positive,0.918079674243927
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,3,important as well because humans aren't perfect. And so I,neutral,0.5496207475662231
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,4,"think the moral commonwealth, while it's nice to think about,",positive,0.6301478743553162
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,5,I don't think it would be stable because people have,negative,0.6691109538078308
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,6,"different moralities. AI-centered, I don't know. I just don't think",neutral,0.4955342411994934
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,7,"it makes sense to give subjective decisions to AI, even",neutral,0.803673267364502
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,8,if they do have strong institutions in a market. It's,neutral,0.6826802492141724
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,9,"not necessarily perfect for optimization. Modern green, I just don't",negative,0.7543094158172607
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,10,think that makes sense. I'd rather live in abundance and,neutral,0.5152179002761841
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,11,uh having like modern green i don't know i just,neutral,0.7922370433807373
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,12,don't think it would be uh logistically effective and would,negative,0.7459383606910706
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,13,give people the things they need um you need to,neutral,0.6029024720191956
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,14,have innovation to make sure people you know get the,neutral,0.5835598707199097
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,15,things they need uh religious utopia is bad i think,negative,0.8736279606819153
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,16,hierarchical societies like that with religion stymie innovation and uh,negative,0.638698935508728
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,17,even if they are orderly orderly uh people should be,neutral,0.7458168864250183
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,18,allowed to disagree with religious dogma and whatnot and primitive,neutral,0.576931893825531
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,19,primitivism is all it's just bad um that just people,negative,0.9351109266281128
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,20,um i think as we live now people are better,positive,0.6332886815071106
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,21,off than you know a primitivist society where almost everyone,neutral,0.7628809809684753
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,22,is subsistence farming that is does not foster innovation and,negative,0.7969205379486084
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,23,just does not give people the things they need and,negative,0.8728147745132446
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,24,we're way far better off than we were 200 years,positive,0.9189464449882507
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,25,ago because people aren't subsistence farmers and primitivist utopia uh,neutral,0.5464118123054504
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,26,would just make us go back and it's not necessarily,neutral,0.599536657333374
5e84f59e965b290c42fad433_audio_ranking_explanation_1780167360237_transcript,27,"better um people would be more malnourishment, less literacy. It's",negative,0.7439894080162048
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,0,"I feel like all the descriptions were kind of just,",neutral,0.7025966048240662
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,1,"like, revolved around, like, the earth and, like, resources and",neutral,0.8616768717765808
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,2,"things that humans need, but nothing really discussed, like, um,",neutral,0.7109421491622925
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,3,"human, um, oh my god, I forgot the word, rights.",negative,0.790645956993103
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,4,"Oh yeah, like human rights. I feel like currently we",neutral,0.6254369616508484
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,5,live in a society where a lot of people feel,neutral,0.6115899682044983
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,6,like their rights are being taken away or they don't,negative,0.7139320373535156
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,7,have rights. So I feel like a society where human,neutral,0.6499901413917542
5f68fdce1c675a0baf13e0ff_audio_missing_utopia_1780156361306_transcript,8,rights are prioritized as well so that nobody feels like,neutral,0.6755664944648743
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,0,um i'm not a fan of organized religion so definitely,negative,0.7648917436599731
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,1,that is the least um preferred of the bunch the,negative,0.6156988739967346
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,2,more intermorality one sounds like it would be nice on,positive,0.9086706042289734
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,3,paper but i don't trust a lot of people's morals,negative,0.7784044742584229
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,4,um so i feel like it wouldn't work um and,negative,0.7653554677963257
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,5,then in terms of the most preferred i'm a big,neutral,0.6525735259056091
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,6,like science person i trust science i support science i,positive,0.7889952063560486
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,7,feel like science would make a good society and then,positive,0.5172165036201477
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,8,similarly the sustainable and secure um modern green utopia i,positive,0.5420303344726562
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,9,feel like kind of falls in that science world um,neutral,0.7501176595687866
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,10,but just like more green and for the planet which,positive,0.49133047461509705
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,11,i feel like could be nice the other three i,positive,0.7401502132415771
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,12,kind of they're all kind of like in a similar,neutral,0.8626699447631836
5f68fdce1c675a0baf13e0ff_audio_ranking_explanation_1780156269889_transcript,13,range for me so that's why i kind of put,neutral,0.7824496030807495
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,0,"And so, yeah, there were a couple of them that",neutral,0.8229640126228333
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,1,I think would have been made more ideal in my,positive,0.6087486147880554
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,2,most ideal society by referencing or noting that there would,neutral,0.7478318214416504
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,3,"be a strong, strong influence of tolerance and accepting of",positive,0.5660936832427979
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,4,differences. and for it to be factors that were seen,neutral,0.8793619871139526
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,5,"as norms and, you know, nothing brutal, but a very",neutral,0.6468790173530579
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,6,high distaste and consequential reasoning and action against hate. you,negative,0.7103816270828247
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,7,know nothing too brutal but lock them up put them,negative,0.8119251132011414
60a69e84d2f871b61d608e89_audio_missing_utopia_1780182048203_transcript,8,on or throw them on an island by themselves if,neutral,0.6847198605537415
