"result_id","PROLIFIC_PID","dummy_informedconsent","hp_exclusionCriteria","commCheck","counterVisualTraps","visualTrapResponse","visualTrap_Planets_response","visualTrap_Planets_responseLabel","visualTrap_Planets_correct","visualTrap_Planets_rtMs","visualTrap_Collision_response","visualTrap_Collision_responseLabel","visualTrap_Collision_correct","visualTrap_Collision_rtMs","visualTrap_CafeWall_response","visualTrap_CafeWall_responseLabel","visualTrap_CafeWall_correct","visualTrap_CafeWall_rtMs","visualTrap_Circles_response","visualTrap_Circles_responseLabel","visualTrap_Circles_correct","visualTrap_Circles_rtMs","visualTrap_Lines_response","visualTrap_Lines_responseLabel","visualTrap_Lines_correct","visualTrap_Lines_rtMs","visualTrap_Robot_response","visualTrap_Robot_responseLabel","visualTrap_Robot_correct","visualTrap_Robot_rtMs","visualTrap_order","condition_FutureSociety","cue","cue_coding","R1","R2","R3","R4","R5","para_countclicks","AR-2","AR-5","AR-3","AR-1","AR-4","undUtopiaGeneral","undUtopiaGoal","undUtopiaHow","clearUtopia","clearUtopiatext","biasUtopia","biasUtopiatext","attributesFutureSociety-5","attributesFutureSociety-6","attributesFutureSociety-2","attributesFutureSociety-3","attributesFutureSociety-4","attributesFutureSociety-7","attributesFutureSociety-1","attributesFutureSociety-8","utopiaPrototypeAssignment","protoConfidenceRadio","protoReasonText","feedback_critic","assoc1_response","assoc1_valence","assoc2_response","assoc2_valence","assoc3_response","assoc3_valence","assoc4_response","assoc4_valence","assoc5_response","assoc5_valence","para_static_userAgent","para_static_platform","para_static_language","para_static_languages","para_static_cookieEnabled","para_static_online","para_static_webdriver","para_static_hardwareConcurrency","para_static_deviceMemory","para_static_maxTouchPoints","para_static_screen_width","para_static_screen_height","para_static_screen_availWidth","para_static_screen_availHeight","para_static_screen_colorDepth","para_static_screen_pixelDepth","para_static_viewport_innerWidth","para_static_viewport_outerWidth","para_static_viewport_outerHeight","para_static_viewport_devicePixelRatio","para_static_page_url","para_static_page_hostname","para_static_page_pathname","para_static_page_protocol","para_static_page_referrer","para_static_page_title","para_static_locale_timezone","para_static_locale_timezoneOffset","para_static_network_effectiveType","para_static_network_downlink","para_static_network_rtt","para_static_network_saveData","para_static_mediaQueries_prefersDarkScheme","para_static_mediaQueries_prefersReducedMotion","para_static_mediaQueries_prefersReducedTransparency","para_static_mediaQueries_prefersContrastMore","para_static_mediaQueries_pointerCoarse","para_static_mediaQueries_pointerFine","para_static_mediaQueries_hover","para_static_features_localStorage","para_static_features_sessionStorage","para_static_features_indexedDB","para_static_features_serviceWorker","para_static_features_bluetooth","para_static_features_usb","para_static_features_clipboard","para_static_features_mediaDevices","para_static_features_permissions","para_static_features_storageManager","para_static_features_visualViewport","para_ip_ip","para_ip_network","para_ip_version","para_ip_city","para_ip_region","para_ip_region_code","para_ip_country","para_ip_country_name","para_ip_country_code","para_ip_country_code_iso3","para_ip_country_capital","para_ip_country_tld","para_ip_in_eu","para_ip_postal","para_ip_latitude","para_ip_longitude","para_ip_timezone","para_ip_utc_offset","para_ip_country_calling_code","para_ip_currency","para_ip_currency_name","para_ip_languages","para_ip_country_area","para_ip_country_population","para_ip_asn","para_ip_org","para_meta_startedAt","keyStats_count","keyStats_mean","keyStats_median","keyStats_min","keyStats_max","para_static_viewport_innerHeight","para_static_doNotTrack","para_ip_continent_code","State","Duration","duration_seconds"
"15258","69cfb45d653ca2bb903544bf","1","FALSE","1",5,"2","2","Orange",TRUE,26648,"1","Green Triangle Only",TRUE,35550,"3","Slanted / Diagonal",TRUE,47748,"2","Red Circle",TRUE,7279,"1","Blue Line",TRUE,14550,"3","Mostly around the center of the square",TRUE,31167,"CafeWall // Lines // Planets // Robot // Collision // Circles","anarchic","described future society","anarchic","Bleak","Commmunity","War","Rebuilding","famine",0,"6","1","1","1","3","It is a society 100 years in the future that is rebuilding. It has resources but they are strained.","To build itself up in a way that will not lead to a repeat of the events that led to where they are.","Institutions partly, but mainly by the community coming together.","4",NA,"2",NA,"3","1","1","1","1","2","1","6","modern_green","6",NA,NA,"Bleak","1","Commmunity","6","War","1","Rebuilding","3","famine","1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,16,8,0,1920,1080,1920,1032,32,32,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/fb4547e5-d39b-4da3-b124-a9fb0d235088/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/fb4547e5-d39b-4da3-b124-a9fb0d235088/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,"4g",10,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"72.24.8.220","72.24.8.0/24","IPv4","Hobart","Oklahoma","OK","US","United States","US","USA","Washington",".us",FALSE,"73651",35.0275,-99.0849,"America/Chicago","-0500","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS11492","CABLE ONE, INC.","2026-04-07T10:40:18.356Z",364,394.914010988814,158.350000023842,36.3000000715256,20929.3999999762,1080,NA,NA,"FINISHED","00:09:09",549
"15259","69ad6b5d144258967269bcef","1","FALSE","1",5,"2","2","Orange",TRUE,21117,"1","Green Triangle Only",TRUE,15904,"3","Slanted / Diagonal",TRUE,14651,"2","Red Circle",TRUE,9533,"1","Blue Line",TRUE,36259,"3","Mostly around the center of the square",TRUE,11189,"CafeWall // Robot // Lines // Collision // Planets // Circles","anarchic","described future society","anarchic","Impossible","Heaven","Progressive","Moral","Lovely",0,"7","6","4","1","5","This was a society where people were obligated to do the right thing for the survival of the human race.","To make sure we have enough resources to go around and survive.","They just do through moral obligation and with as few governing bodies as possible.","4",NA,"2","Doesn't really say anything bad about the society.","5","3","6","5","3","3","6","1","religious_millennial","6",NA,NA,"Impossible","1","Heaven","7","Progressive","4","Moral","5","Lovely","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,16,8,0,1536,864,1536,864,32,32,1536,1522,850,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/e298a500-52b2-4a44-9087-f51c5220a323/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/e298a500-52b2-4a44-9087-f51c5220a323/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"47.18.46.211","47.18.44.0/22","IPv4","Bridgewater","New Jersey","NJ","US","United States","US","USA","Washington",".us",FALSE,"08807",40.5921,-74.6238,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS6128","Cablevision Systems Corp.","2026-04-07T10:40:27.160Z",392,460.729591836735,170.350000008941,14.5,26776.5,864,NA,NA,"FINISHED","00:08:32",512
"15260","69d384aa090e38d0a5d3da70","1","FALSE","1",5,"2","2","Orange",TRUE,29624,"1","Green Triangle Only",TRUE,31763,"3","Slanted / Diagonal",TRUE,25746,"2","Red Circle",TRUE,9409,"1","Blue Line",TRUE,18641,"3","Mostly around the center of the square",TRUE,31142,"Lines // CafeWall // Circles // Collision // Robot // Planets","moderngreen","described future society","moderngreen","cooperative","Peacful","secure","balanced","sustainable",2,"7","7","7","7","7","The future society is sustainable and peaceful.","To make sure they can support the economy and also protect their environment.

","They only use just enough resources and their laws and institutions are made in a way to keep everything working and also balanced.","4",NA,"2",NA,"5","6","6","5","7","5","5","6","modern_green","5",NA,NA,"cooperative","7","Peacful","7","secure","7","balanced","7","sustainable","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","""en-US""",TRUE,TRUE,FALSE,11,8,0,2560,1440,2560,1440,32,32,NA,NA,NA,NA,"https://weblab.psychologie.uni-freiburg.de/publix/d0965b91-3861-455d-bcf4-086ea9803678/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/d0965b91-3861-455d-bcf4-086ea9803678/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Los_Angeles",420,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:644:4303:ad90:f58a:a247:aa50:2181","2601:644:4303:8000::/50","IPv6","Brentwood","California","CA","US","United States","US","USA","Washington",".us",FALSE,"94513",37.9285,-121.6881,"America/Los_Angeles","-0700","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T10:41:21.001Z",563,1221.69609236234,159,5,290052.5,NA,NA,NA,"FINISHED","00:13:42",822
"15261","6999787fd639f1bad3dd0cff","1","FALSE","1",5,"2","2","Orange",TRUE,24115,"1","Green Triangle Only",TRUE,30717,"3","Slanted / Diagonal",TRUE,14816,"2","Red Circle",TRUE,5851,"1","Blue Line",TRUE,10664,"3","Mostly around the center of the square",TRUE,12649,"Lines // Collision // CafeWall // Robot // Circles // Planets","moderngreen","described future society","moderngreen","Less privileged","Environment-friendly","Human teamwork","Sustainability","Scarce resources",0,"6","2","7","2","6","The future society exists 100 years from now and has less food, gas, and other resources than today's society.","To work together as a team to make sure everyone gets sufficient resources, which are just enough to help each person survive. This society also places a strong emphasis on sustainability goals.","This society allocates resources to people based on need alone. Everyone in this society gets just enough resources to survive, essentially.","3",NA,"2",NA,"5","6","3","2","6","6","2","6","modern_green","7",NA,"Not at this time, thank you","Less privileged","2","Environment-friendly","6","Human teamwork","7","Sustainability","6","Scarce resources","2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","MacIntel","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1440,900,1440,900,30,30,1440,1440,900,2,"https://weblab.psychologie.uni-freiburg.de/publix/8103c6aa-35d4-4d95-9636-5983f3216f1c/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/8103c6aa-35d4-4d95-9636-5983f3216f1c/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Denver",360,"4g",10,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:681:6780:11c0:e844:94a6:8ba4:b92e","2601:681:6780:1000::/52","IPv6","Salt Lake City","Utah","UT","US","United States","US","USA","Washington",".us",FALSE,"84129",40.6487,-111.9682,"America/Denver","-0600","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T10:41:21.570Z",973,733.919732785298,150.5,1.09999990463257,50431.8000000715,900,NA,NA,"FINISHED","00:12:15",735
"15263","698749dfa6d333b5c95a8a46","1","FALSE","1",5,"1","2","Orange",TRUE,40289,"1","Green Triangle Only",TRUE,29524,"3","Slanted / Diagonal",TRUE,86521,"2","Red Circle",TRUE,16597,"1","Blue Line",TRUE,558715,"3","Mostly around the center of the square",TRUE,71790,"Planets // Circles // Collision // CafeWall // Robot // Lines","lawBased","described future society","lawBased","Strict","Rule of law","Human rights abuse","Dystopian","State controlled",0,"6","3","2","4","4","A world recovering from a terrible period, and doing the best it can.","Survival and creating a liveable world.","Through strict implementation of rule of law.","4",NA,"2",NA,"5","5","2","2","6","6","5","6","institutional_law","4",NA,NA,"Strict","4","Rule of law","6","Human rights abuse","2","Dystopian","4","State controlled","3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,20,8,0,1536,864,1536,816,24,24,1536,1522,850,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/ccdc15f6-4715-4d99-8bed-c7e63a9012d5/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/ccdc15f6-4715-4d99-8bed-c7e63a9012d5/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"74.80.146.198","74.80.146.0/23","IPv4","Ashburn","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"20149",39.0437,-77.4875,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T10:42:19.556Z",361,983.600277008442,387.600000023842,4.10000002384186,50208.2999999523,864,NA,NA,"FINISHED","00:23:44",1424
"15265","5ee00907ed486334f7063e3a","1","FALSE","1",5,"2","2","Orange",TRUE,16025,"1","Green Triangle Only",TRUE,16534,"3","Slanted / Diagonal",TRUE,11376,"2","Red Circle",TRUE,4945,"1","Blue Line",TRUE,8179,"3","Mostly around the center of the square",TRUE,17369,"Collision // Planets // Lines // Robot // CafeWall // Circles","futurist","described future society","futurist","Post-modern","materialist","technocracy","futuristic","secular",2,"2","2","3","2","6","a future society where science, and the technology created by it, is used to take care of things. it is the main way in which humans figure out stuff and make things work better. there is still need for resources they arent infinite or anything but bascially they use science to determine everything. science is the foundation","the goals are to make everything more sustainable and efficient, and better in many ways, all problems are addressed with science ","all the institutions would be founded on science, and they woudl have to make rules that comport with science and what we learn about things through it. id assume logic would also be a cornerstone of society id hope so at least. the government would be a technocracy anf would put most funding into research and technology ","4",NA,"3","i have very particular beliefs about these things im pretty ideological. so im biased agaisnt it bc i think theres more to this world than just science like metaphysics and philsophical stuff, and also what people think of science isnt true pure science. but i think just being science and tech focused only would have many issues like moral social etc problems that u cant solve like other things","6","5","4","2","4","5","6","5","futurist","7",NA,NA,"Post-modern","2","materialist","2","technocracy","3","futuristic","6","secular","2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,12,NA,0,1536,864,1536,816,24,24,1536,1536,864,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/d664e6b3-17ed-48d2-b2db-0cf513317658/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/d664e6b3-17ed-48d2-b2db-0cf513317658/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:2c7:8500:b900:89a:afa5:66bd:4aef","2601:2c7:8500::/41","IPv6","Houston","Texas","TX","US","United States","US","USA","Washington",".us",FALSE,"77080",29.8119,-95.5207,"America/Chicago","-0500","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T10:43:20.629Z",1714,524.10268378063,155,0,244484,864,"unspecified",NA,"FINISHED","00:35:49",2149
"15266","67a95d468d14bd6324b4bbba","1","FALSE","1",5,"2","2","Orange",TRUE,19290,"2","Green Triangle and Green Rectangle",FALSE,158728,"3","Slanted / Diagonal",TRUE,190225,"2","Red Circle",TRUE,6591,"1","Blue Line",TRUE,7617,"2","Mostly on the upper right of the square",FALSE,43827,"CafeWall // Circles // Planets // Lines // Robot // Collision","moderngreen","described future society","moderngreen","sustainability","green technology","shared resources","fairness","long term thinking",0,"6","6","7","7","6","A peaceful, sustainable society that shares resources and uses green technology responsibly.



","Protect the environment, ensure economic security, and provide enough for everyone.","Through laws, institutions, shared values, and responsible use of resources.","4",NA,"3","N/A","6","6","6","6","6","7","1","7","futurist","5",NA,"Everything went well","sustainability","7","green technology","6","shared resources","7","fairness","6","long term thinking","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,0,1280,720,1280,672,24,24,1280,1266,706,1.5,"https://weblab.psychologie.uni-freiburg.de/publix/ce8b99c3-b22c-4e5e-95a5-05e38b6e31d7/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/ce8b99c3-b22c-4e5e-95a5-05e38b6e31d7/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",1.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"113.20.55.87","113.20.52.0/22","IPv4","Ashburn","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"20146",39.0814,-77.6443,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T10:40:44.971Z",200,1422.5485,202.550000000047,12.9000000003725,46400.1000000001,720,NA,NA,"FINISHED","00:15:12",912
"15267","69a51d629d67227b3f4e89cb","1","FALSE","1",5,"2","2","Orange",TRUE,16264,"1","Green Triangle Only",TRUE,64724,"3","Slanted / Diagonal",TRUE,21973,"2","Red Circle",TRUE,6793,"1","Blue Line",TRUE,13636,"3","Mostly around the center of the square",TRUE,9214,"Robot // Planets // CafeWall // Lines // Collision // Circles","anarchic","described future society","anarchic","scarcity","abundance","society","social","cooperation",0,"3","5","4","4","6","The future society depends on people voluntarily following the rules and cooperating with others","Keeping the presence of authority low","Trusting people to act from their own internal motivations to do the greater good for society","3",NA,"2",NA,"5","5","4","4","6","5","3","5","moral_commonwealth_anarchic","6",NA,NA,"scarcity","4","abundance","3","society","4","social","6","cooperation","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,20,8,0,1920,1080,1920,1032,32,32,NA,NA,NA,1,"https://weblab.psychologie.uni-freiburg.de/publix/178dc771-eff6-431e-973e-d9b8ee3963ce/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/178dc771-eff6-431e-973e-d9b8ee3963ce/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"198.137.20.73","198.137.16.0/20","IPv4","Athens","Georgia","GA","US","United States","US","USA","Washington",".us",FALSE,"30605",33.9332,-83.3536,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS36441","University of Georgia","2026-04-07T10:43:18.950Z",352,341.728977272753,183.94999999553,23.2999999970198,21376.6000000089,NA,NA,NA,"FINISHED","00:07:24",444
"15268","696967a820034107da9a178c","1","FALSE","1",5,"3","2","Orange",TRUE,38434,"1","Green Triangle Only",TRUE,20596,"3","Slanted / Diagonal",TRUE,8630,"2","Red Circle",TRUE,10826,"1","Blue Line",TRUE,14848,"3","Mostly around the center of the square",TRUE,5367,"CafeWall // Planets // Collision // Lines // Circles // Robot","primitivist","described future society","primitivist","cars","robots","teleporting","climate control","pollution",0,"6","1","7","5","5","Borderline eutopia with minimal issues ","Production of a high quality environment","A specific set of rules having everyone on the same page","3",NA,"2",NA,"5","5","6","4","5","4","5","4","modern_green","6",NA,"Remove the pop up for clicking off screen because its triggered even during spell check and is honestly unnecessary and annoying.","cars","5","robots","6","teleporting","7","climate control","5","pollution","1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,24,8,0,1920,1080,1920,1040,32,32,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/d3742183-4a72-4b5f-8c6a-13884fd60b69/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/d3742183-4a72-4b5f-8c6a-13884fd60b69/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"172.59.219.104","172.59.216.0/21","IPv4","Charlotte","North Carolina","NC","US","United States","US","USA","Washington",".us",FALSE,"28201",35.22709,-80.84313,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS21928","T-Mobile USA, Inc.","2026-04-07T10:43:40.422Z",372,1069.78279569893,165.5,0.900000005960464,120138.599999994,1080,"1",NA,"FINISHED","00:11:05",665
"15269","6941984defc3cfda7e9cdf6f","1","FALSE","1",5,"2","2","Orange",TRUE,101469,"1","Green Triangle Only",TRUE,54378,"3","Slanted / Diagonal",TRUE,45236,"2","Red Circle",TRUE,18031,"2","Red Line",FALSE,116971,"3","Mostly around the center of the square",TRUE,51476,"Circles // Planets // Collision // CafeWall // Robot // Lines","anarchic","described future society","anarchic","Responsible","Care","Moral","Wise","Advanced",1,"7","7","7","7","7","The society is moral, responsible and wise enough to care for each other even without supervision. ","Thy aim to distribute resources evenly, ensuring everyone benefits.","They achieve these goals by using the resources wisely and fairly","4",NA,"2",NA,"7","7","7","7","7","7","7","6","moral_commonwealth_anarchic","7",NA,"No. It was perfect","Responsible","7","Care","7","Moral","7","Wise","7","Advanced","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1280,720,1280,680,32,32,1280,1266,706,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/13e489fb-827a-4e61-9cc5-59d99013bdb2/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/13e489fb-827a-4e61-9cc5-59d99013bdb2/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,"4g",6.35,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2605:a601:ac88:5800:2187:801f:e909:11b5","2605:a601:ac80::/43","IPv6","Kansas City","Kansas","KS","US","United States","US","USA","Washington",".us",FALSE,"66109",39.1472,-94.7874,"America/Chicago","-0500","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS16591","Google Fiber Inc.","2026-04-07T10:45:25.629Z",844,1611.14312796203,209.700000047684,1.79999995231628,160264.600000143,720,NA,NA,"FINISHED","00:22:57",1377
"15271","69b57b2e2c7cfe69c1efee2d","1","FALSE","1",5,"3","2","Orange",TRUE,26583,"1","Green Triangle Only",TRUE,20423,"3","Slanted / Diagonal",TRUE,23840,"2","Red Circle",TRUE,8583,"1","Blue Line",TRUE,7336,"3","Mostly around the center of the square",TRUE,36679,"Robot // Planets // Circles // Lines // Collision // CafeWall","futurist","described future society","futurist","Needs are provided","Not abundant","Reliant on science","Focus on Improvement","Values scientific progress",8,"2","7","7","7","7","Needs are available but not abundant. Reliant on science and technology to further progress. 100 years in the future. ","Providing needs to people in more efficient and effective ways. ","Progress through science and technology focus. Laws and rules to maintain order. ","3",NA,"3","It presented the solutions as fair and hopeful. Written vague about the negative, positive about the goals and values. ","4","4","5","2","5","4","2","6","futurist","5",NA,NA,"Needs are provided","7","Not abundant","2","Reliant on science","7","Focus on Improvement","7","Values scientific progress","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,NA,1,2560,1440,2560,1440,24,24,2560,2560,1440,1,"https://weblab.psychologie.uni-freiburg.de/publix/0758eb36-7976-43a2-a0a8-907d34f9d8db/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/0758eb36-7976-43a2-a0a8-907d34f9d8db/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"108.196.63.186","108.196.60.0/22","IPv4","Cleveland","Tennessee","TN","US","United States","US","USA","Washington",".us",FALSE,"37312",35.1996,-84.8525,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7018","AT&T Enterprises, LLC","2026-04-07T10:47:10.581Z",1378,349.872278664731,93,0,65486,1440,"1",NA,"FINISHED","00:15:33",933
